name,symbol,decimals,total_supply,total_supply_in_wei,contract_address,mint_time,logo,status,vesting_address,factory_contract
STANI,STANI,4,10000000,100000000000,0xCa7A0Be200c7DE43438878EB54B8b5D31296fBd8,2020-01-23 21:19:49 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xca7a0be200c7de43438878eb54b8b5d31296fbd8/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Oats,OATS,4,10000000,100000000000,0x3C8F860423405A700f9F20e94c742eC38FD17735,2020-01-24 22:00:33 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x3c8f860423405a700f9f20e94c742ec38fd17735/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
BLAZE,BLAZE,4,10000000,100000000000,0xccac519603870684e74d2B762FB1e99e680ed01E,2020-01-25 22:38:27 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xccac519603870684e74d2b762fb1e99e680ed01e/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
UrBen,URBEN,4,10000000,100000000000,0xD0Bf154768b0f1f8Cba50daA8960C285CE4c67f2,2020-01-26 14:42:50 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xd0bf154768b0f1f8cba50daa8960c285ce4c67f2/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Nifty,NIFTY,4,10000000,100000000000,0x1010603473C78277924A195A22115Ee9daB432a6,2020-01-30 13:41:35 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x1010603473c78277924a195a22115ee9dab432a6/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Paul Razvan Berg,PAUL,4,10000000,100000000000,0x8db6Da2120b346FAa7f206841f2FB005BBE0DFD8,2020-01-27 19:25:34 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x8db6da2120b346faa7f206841f2fb005bbe0dfd8/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
HUGS,HUGS,4,10000000,100000000000,0x76B57e60b6C01361103f1053AA1F7118bD209dec,2020-01-31 21:50:43 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x76b57e60b6c01361103f1053aa1f7118bd209dec/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
KEVIN,KEVIN,4,10000000,100000000000,0x8f464bfe2292748A0FED58Bb53D3838B4CE018b0,2020-01-31 22:15:02 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x8f464bfe2292748a0fed58bb53d3838b4ce018b0/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
MADCAP,MADCAP,4,10000000,100000000000,0xb28f9C9B71B0C3885AE441A3c0F51027b760a991,2020-02-06 17:55:40 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xb28f9c9b71b0c3885ae441a3c0f51027b760a991/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Video,VIDEO,4,10000000,100000000000,0xa05a31924F767D23a03B0b1b2cF48654D0C87E0f,2020-02-12 21:34:33 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xa05a31924f767d23a03b0b1b2cf48654d0c87e0f/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
SWAGG,SWAGG,4,10000000,100000000000,0xa19A40FbD7375431fAB013a4B08F00871B9a2791,2020-02-07 20:49:46 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xa19a40fbd7375431fab013a4b08f00871b9a2791/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
DVINCI,DVINCI,4,10000000,100000000000,0x4BF93B7F68612Cc9ADef21dEA08ef74DCF0B6a6a,2020-02-09 00:32:59 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x4bf93b7f68612cc9adef21dea08ef74dcf0b6a6a/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
FORK,FORK,4,10000000,100000000000,0xC6c5c2079748Db0320c47fae21EE1E93cC0D4335,2020-02-12 01:21:16 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xc6c5c2079748db0320c47fae21ee1e93cc0d4335/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
FlynnJamm,JAMM,4,10000000,100000000000,0x56687cf29Ac9751Ce2a4E764680B6aD7E668942e,2020-02-14 16:42:15 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x56687cf29ac9751ce2a4e764680b6ad7e668942e/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
DISDAT,DISDAT,4,10000000,100000000000,0x6c03106799fedd0060804af8f05d007b8216c5aa,2020-03-03 21:04:04 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x6c03106799fedd0060804af8f05d007b8216c5aa/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
ITALIA,ITALIA,4,10000000,100000000000,0x25B63bcA43914b7d7CcD59892b762c06493a04E6,2020-03-18 00:04:59 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x25b63bca43914b7d7ccd59892b762c06493a04e6/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
WENDY,WENDY,4,10000000,100000000000,0xC2D84907465204d4a60A57E7Ca955180F20eddaB,2020-02-25 16:35:49 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xc2d84907465204d4a60a57e7ca955180f20eddab/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Matter,MTTR,4,10000000,100000000000,0x2eB45d1F11329A6236A79EA35679Ab741DaA5200,2020-02-28 13:54:55 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x2eb45d1f11329a6236a79ea35679ab741daa5200/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Kode,KODE,4,10000000,100000000000,0xe9406953401344819dF0392ECdfF238C5396C2A2,2020-04-21 19:55:50 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xe9406953401344819df0392ecdff238c5396c2a2/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
MJ,MJ,4,10000000,100000000000,0xf0dEAAF85E39022F065E2E1E4751D1B99eC1366F,2020-03-01 01:41:53 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xf0deaaf85e39022f065e2e1e4751d1b99ec1366f/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
LovelyBonz,LVLY,4,10000000,100000000000,0xf8b8ba4bcb4f7175e35d4a74a63cf79f03d7cd26,2020-03-03 01:17:52 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xf8b8ba4bcb4f7175e35d4a74a63cf79f03d7cd26/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Rare,RARE,4,10000000,100000000000,0x81B1bFD6CB9Ad42DB395c2a27F73D4DCf5777e2D,2020-03-06 19:30:21 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x81b1bfd6cb9ad42db395c2a27f73d4dcf5777e2d/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Afterlife Labs,ALL,4,10000000,100000000000,0xBB2DCA51cBF825604E28420aBC11a5769e797210,2020-03-10 00:19:27 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xbb2dca51cbf825604e28420abc11a5769e797210/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Pascal,PSCL,4,10000000,100000000000,0x76Ede2C928D30c59F6155Ff8F40BfCfAeE8242c3,2020-03-14 18:13:20 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x76ede2c928d30c59f6155ff8f40bfcfaee8242c3/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Gemx,GMX,4,10000000,100000000000,0xA67C912303b5227D6D4Dc7d16088342718a05bdf,2020-03-18 18:37:35 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xa67c912303b5227d6d4dc7d16088342718a05bdf/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
LUV,LUV,4,10000000,100000000000,0xE3E9204Afd78822A0E22151733E65a901Bf77b77,2020-08-22 04:03:15 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xe3e9204afd78822a0e22151733e65a901bf77b77/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Jules,JULES,4,10000000,100000000000,0xd32540c0d54A7fCDD9500bfa57D3Ba1e604581D7,2020-03-25 15:57:51 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xd32540c0d54a7fcdd9500bfa57d3ba1e604581d7/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
KAMES,KCG,4,10000000,100000000000,0xaAfF91De25744B0f4360c52590aE9226b54D2acB,2020-03-23 19:57:04 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xaaff91de25744b0f4360c52590ae9226b54d2acb/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Aesthetic,AEST,4,10000000,100000000000,0x6A2442f55Af853F00a25637F7E09ce91fA8Cf75c,2020-04-06 16:57:12 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x6a2442f55af853f00a25637f7e09ce91fa8cf75c/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Hack,HACK,4,10000000,100000000000,0xB662CA3C91cb0811845f404bE7EE6dfc8E0B72e5,2020-04-02 21:24:23 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xb662ca3c91cb0811845f404be7ee6dfc8e0b72e5/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Charge,CHARGE,4,10000000,100000000000,0x17491ae8B359E73ca06F0ABb52223daA878140a9,2020-04-06 00:17:07 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x17491ae8b359e73ca06f0abb52223daa878140a9/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Feathers,FTHR,4,10000000,100000000000,0x7C918dF91f8F4e8D707a7A4013b8e7247C0293B1,2020-04-06 00:28:06 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x7c918df91f8f4e8d707a7a4013b8e7247c0293b1/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
JEFF,JEFF,4,10000000,100000000000,0x780b869c7A3cBfC68a8743D49aE4D2B43ef640D8,2020-04-07 15:14:54 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x780b869c7a3cbfc68a8743d49ae4d2b43ef640d8/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Budget,BUDGET,4,10000000,100000000000,0x1aa95F4ca4A9Bc258Ba848db4355aEEA6413e815,2020-04-08 02:25:48 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x1aa95f4ca4a9bc258ba848db4355aeea6413e815/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Zemp,ZEMP,4,10000000,100000000000,0x4acF024919217c33E2FF5A24AD780b1709eB3361,2020-04-06 14:54:33 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x4acf024919217c33e2ff5a24ad780b1709eb3361/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
MYTBX,MYTBX,4,10000000,100000000000,0x3A3A1B3A584C7bC41B561d958e092ae291bD7F93,2020-04-07 15:35:37 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x3a3a1b3a584c7bc41b561d958e092ae291bd7f93/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Kipple,KIPPLE,4,10000000,100000000000,0xCbE7Fd2dD15f54Bc4Cee790c5c14240e7DDEA644,2020-04-18 00:24:52 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xcbe7fd2dd15f54bc4cee790c5c14240e7ddea644/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Guey,GUEY,4,10000000,100000000000,0x96fE9AA1130f60607C4fb7905B2C79F61261009F,2020-04-07 16:36:44 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x96fe9aa1130f60607c4fb7905b2c79f61261009f/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Symx,SYMX,4,10000000,100000000000,0x10c5B9230DE0c6516548b19c324AE831A6C46789,2020-04-24 00:49:49 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x10c5b9230de0c6516548b19c324ae831a6c46789/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
RFK,RFK,4,10000000,100000000000,0x7C4808404AF29a5191c7f973b881cc615cA15833,2020-04-06 22:18:51 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x7c4808404af29a5191c7f973b881cc615ca15833/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
DN,DN,4,10000000,100000000000,0x30A29114490De08612Ce8314AB64C422Ad591F9c,2020-04-07 16:13:20 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x30a29114490de08612ce8314ab64c422ad591f9c/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Piandex,PIANDX,4,10000000,100000000000,0x75FE5F25A39ac56083af564cFfA8F00c1b89011C,2020-04-12 19:03:46 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x75fe5f25a39ac56083af564cffa8f00c1b89011c/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
BEN,BEN,4,10000000,100000000000,0x4f5E3A967cc5716B2CC296f52548141544Ec4Ea2,2020-04-08 21:27:16 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x4f5e3a967cc5716b2cc296f52548141544ec4ea2/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
BitByBit,BBB,4,10000000,100000000000,0x85C5E28c1f4612FacE2Fb41bb1886824Cd5dCd02,2020-04-10 01:20:52 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x85c5e28c1f4612face2fb41bb1886824cd5dcd02/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Xiaodao,XDAO,4,10000000,100000000000,0x42CB4AB485Fc91cdf6D07e224e5b55E44f0378a7,2020-04-10 16:12:18 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x42cb4ab485fc91cdf6d07e224e5b55e44f0378a7/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
KAMI,KAMI,4,10000000,100000000000,0x039c642289e45EB7eE1B88123f4fC3aa94D34359,2020-04-11 00:40:52 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x039c642289e45eb7ee1b88123f4fc3aa94d34359/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Marc,MARC,4,10000000,100000000000,0x6b97CD4FD6A6Bc798a08d58BCf73932863537a90,2020-04-10 16:55:54 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x6b97cd4fd6a6bc798a08d58bcf73932863537a90/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
SAL,SAL,4,10000000,100000000000,0xc687Cbe21Da4374597ac5a020D79A7c39536512C,2020-04-11 01:03:35 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xc687cbe21da4374597ac5a020d79a7c39536512c/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
JAY,JAY,4,10000000,100000000000,0xf354a75DB1641D7658628771055199C41e7b4bAd,2020-04-15 20:49:32 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xf354a75db1641d7658628771055199c41e7b4bad/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Nenad,ND,4,10000000,100000000000,0xDd72b45AE5D8879D1dCE0B83fAD1E77390e3aD23,2020-04-15 21:28:46 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xdd72b45ae5d8879d1dce0b83fad1e77390e3ad23/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Pixel,PIXEL,4,10000000,100000000000,0x1e906717De2E4A4600F13b6909736b0346bDde3E,2020-04-16 20:03:20 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x1e906717de2e4a4600f13b6909736b0346bdde3e/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
PXart,PXART,4,10000000,100000000000,0xE9cDA0749f2393254773Fd75A1Ca1639D9B25A17,2020-04-15 22:11:55 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xe9cda0749f2393254773fd75a1ca1639d9b25a17/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
ThrillerX,TLX,4,10000000,100000000000,0x43E248b058438F05e78CEb66aFC1555a97CB280F,2020-04-16 19:33:18 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x43e248b058438f05e78ceb66afc1555a97cb280f/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Stones,STONES,4,10000000,100000000000,0xB22950854A0A443aD97CaC440aA91E28b511d53A,2020-04-18 00:08:01 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xb22950854a0a443ad97cac440aa91e28b511d53a/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Bones,BONES,4,10000000,100000000000,0x3A75731f9e16244dE01DD431636Db7c07D42A166,2020-04-16 19:18:07 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x3a75731f9e16244de01dd431636db7c07d42a166/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
CaoYin,YIN,4,10000000,100000000000,0x8A4eE36B7AC021Ea1Ac780858da54B0711Ae0D13,2020-04-21 23:29:52 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x8a4ee36b7ac021ea1ac780858da54b0711ae0d13/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
EASY,EASY,4,10000000,100000000000,0x72b984078E270CfDdcb9E04643A18605507d1d77,2020-04-29 02:34:44 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x72b984078e270cfddcb9e04643a18605507d1d77/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Cyber Wave,CYWA,4,10000000,100000000000,0xB8Ac3B41A14B42c1a3643fd6E45BCF35B3611E49,2020-04-22 00:40:54 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xb8ac3b41a14b42c1a3643fd6e45bcf35b3611e49/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Flips,FLIPS,4,10000000,100000000000,0x592F30fece0C299892656B4BcDb0dE076622EBE8,2020-05-11 01:12:23 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x592f30fece0c299892656b4bcdb0de076622ebe8/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
RareCandy,RCDY,4,10000000,100000000000,0x258B3D55941BC8BCE4a80e7AE7CF685D245A24dc,2020-04-23 01:19:54 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x258b3d55941bc8bce4a80e7ae7cf685d245a24dc/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Warc,WARC,4,10000000,100000000000,0xa0b8B9C740237dc3ae15117C0685F78Dc863fb86,2020-06-14 13:30:14 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xa0b8b9c740237dc3ae15117c0685f78dc863fb86/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
GLO,GLO,4,10000000,100000000000,0x88e08822aAcB3094F5c04F41C4BAD583D343319c,2020-04-23 20:08:51 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x88e08822aacb3094f5c04f41c4bad583d343319c/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Nomics.com,NOM,4,10000000,100000000000,0x9a05f21d2F89837Ebd94E92084fd0Edb407f67C4,2020-04-28 19:37:49 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x9a05f21d2f89837ebd94e92084fd0edb407f67c4/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
EGGS,EGGS,4,10000000,100000000000,0x6C5A643F582408a640068Ed68443D9185Fb2b0B8,2020-05-02 23:30:34 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x6c5a643f582408a640068ed68443d9185fb2b0b8/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
MAZO,MAZO,4,10000000,100000000000,0xA12D6e782e67fC4aF136098324ab2658b2734BD0,2020-04-27 21:34:57 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xa12d6e782e67fc4af136098324ab2658b2734bd0/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
SUGAR,SUGAR,4,10000000,100000000000,0x408e405B741C7670c91438902FBD0F15F57c53d1,2020-04-27 22:34:31 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x408e405b741c7670c91438902fbd0f15f57c53d1/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
KERMAN,KERMAN,4,10000000,100000000000,0x7841B2A48D1F6e78ACeC359FEd6D874Eb8a0f63c,2020-04-28 03:54:31 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x7841b2a48d1f6e78acec359fed6d874eb8a0f63c/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Je-Meng's Attention,JATTN,4,10000000,100000000000,0x3C7593475e2a2f5d3832f039d18c5E399b0cA1F1,2020-05-01 06:46:24 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x3c7593475e2a2f5d3832f039d18c5e399b0ca1f1/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
WHALE,WHALE,4,10000000,100000000000,0x9355372396e3F6daF13359B7b607a3374cc638e0,2020-05-02 14:08:38 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x9355372396e3f6daf13359b7b607a3374cc638e0/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Sushen's Attention Token,SUSH,4,10000000,100000000000,0xC2579552eCb8e7c001564cE0e8E0DB77a0587E0e,2020-05-03 03:58:36 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xc2579552ecb8e7c001564ce0e8e0db77a0587e0e/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Vitruvius20,VIUVIU,4,10000000,100000000000,0x65bC73de0c77B0b8D1d170491C24Ebf51062DD9F,2020-05-17 01:51:37 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x65bc73de0c77b0b8d1d170491c24ebf51062dd9f/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
VESA,VESA,4,10000000,100000000000,0x35840c161E1F677AEfb6cFF534fd8C5C93Af4824,2020-05-10 18:43:17 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x35840c161e1f677aefb6cff534fd8c5c93af4824/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
WAM,WAM,4,10000000,100000000000,0x8d9AB766cC475AA16AEF6529Fe5D4cd2c7ccFc98,2020-05-11 14:48:08 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x8d9ab766cc475aa16aef6529fe5d4cd2c7ccfc98/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
CHOCH,CHCH,4,10000000,100000000000,0x9656d60bfcD8199E83621E0Ff24CD37f19AB9F57,2020-05-15 19:32:59 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x9656d60bfcd8199e83621e0ff24cd37f19ab9f57/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Aziz,AZIZ,4,10000000,100000000000,0x0F391Fdd1956f322a87231f580dF961E7b7FbA8a,2020-08-22 03:47:00 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x0f391fdd1956f322a87231f580df961e7b7fba8a/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Carlos,CARLOS,4,10000000,100000000000,0x4238098E9372E7b5DE2d6aF2F2Ed9EE34e183edE,2020-05-15 22:31:29 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x4238098e9372e7b5de2d6af2f2ed9ee34e183ede/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
KAV,KAV,4,10000000,100000000000,0x334639A18B5Add14E8D98CB8B05ba0250308cBa4,2020-05-16 03:20:19 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x334639a18b5add14e8d98cb8b05ba0250308cba4/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Caster,CASTER,4,10000000,100000000000,0xFCBb79d8C10a906E603c27347BC47121dBA0dA90,2020-05-16 02:50:15 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xfcbb79d8c10a906e603c27347bc47121dba0da90/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
DarkBlueChain,DBCH,4,10000000,100000000000,0xdD349046eE302f843dEAbc61e3618Ab48eC19F5F,2020-05-17 01:06:43 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xdd349046ee302f843deabc61e3618ab48ec19f5f/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
